,label_pl,text_pl
262,Denga,"Dreszczom i dreszczom, których doświadczam, towarzyszy uczucie zimna i wysoka gorączka. Pojawiły mi się także wysypki na ramionach i czerwone plamy na szyi."
263,Denga,"Ból stawów, którego doświadczam, jest silny i przypomina ciągły ból. Przez większość czasu boli mnie głowa i zaczynam mieć lekką gorączkę, której towarzyszą dreszcze."
264,Denga,"Wymiotom, których doświadczam, towarzyszą skurcze żołądka i zawroty głowy. Straciłem apetyt i w rezultacie czuję się osłabiony. Za oczami też czuję ból."
265,Denga,"Wysokiej gorączce, której doświadczam, towarzyszy pocenie się i osłabienie. Bolą mnie mięśnie, przez co nie mogę pracować cały dzień."
266,Denga,"Zmęczenie, które odczuwam, jest ogromne i utrudnia mi wykonywanie nawet podstawowych zadań. Mam wymioty i wysypkę na rękach, szyi i nogach."
267,Denga,"Ból głowy, którego doświadczam, jest silny i towarzyszy mu uczucie ucisku w głowie. Mam lekką gorączkę i ból głowy. Na plecach mam małe czerwone plamki."
268,Denga,"Nudnościom, które odczuwam, towarzyszy utrata apetytu i uczucie niepokoju. Wyraźnie odczuwam ból pleców i mięśni."
269,Denga,"Ból mięśni, którego doświadczam, jest silny i przypomina ciągły ból. Na całym ciele mam czerwone plamy, a swędzenie powoduje duży dyskomfort."
270,Denga,"Wystąpiła u mnie wysypka skórna obejmująca całe ciało i towarzyszy jej intensywne swędzenie. Boli mnie całe ciało i mam lekką gorączkę, której towarzyszy ból głowy i dreszcze."
271,Denga,"Odczuwam silny ból ciała, ból głowy i wymioty. Pojawiły mi się czerwone plamy na całym ciele, powodujące silne swędzenie."
272,Denga,"Cały czas bolą mnie plecy, a na ramionach i szyi pojawia się wysypka. Tył oczu bardzo boli. Ja też mam gorączkę i to sprawia, że ​​martwimy się o moje zdrowie."
273,Denga,"Od dłuższego czasu borykam się z silnymi bólami stawów, które utrudniają mi chodzenie i wykonywanie codziennych czynności. Straciłem też apetyt, przez co czuję się osłabiony i mam ochotę wymiotować."
274,Denga,"Za moimi oczami jest ciągłość. Pojawiły mi się czerwone plamy na szyi i twarzy oraz wysypki na ramionach. Bardzo bolą mnie ręce i nogi. . Plamy swędzą i powodują dyskomfort, co mnie niepokoi."
275,Denga,Jest mi niedobrze i mam silną potrzebę wymiotowania. Czuję ostry ból za oczami i spuchnięte czerwone kropki na całych plecach.
276,Denga,Moim dreszczom i dreszczom towarzyszyło uczucie zimna i bardzo wysoka gorączka. Pojawiły się także wysypki na ramionach i czerwone plamy na szyi.
277,Denga,"Cierpiałem na silny ból stawów. Przez większość czasu wymiotuję i mam umiarkowaną gorączkę z dreszczami. Gorączka, która nie ustępuje nawet po podaniu leków."
278,Denga,"Po wymiotach towarzyszyły mi bóle brzucha i zawroty głowy. Straciłem apetyt i w rezultacie czuję się słaby. Najczęściej bolą mnie ramiona, plecy i szyja."
279,Denga,"Na rękach i nogach pojawiły mi się czerwone plamy, które swędzą i powodują stan zapalny. Mam mdłości i ciągłą potrzebę wymiotowania. Towarzyszy temu łagodna gorączka."
280,Denga,"Wystąpiła u mnie wysypka skórna obejmująca całe ciało. Wysypka jest czerwona i opuchnięta i nasila się w niektórych obszarach, takich jak ręce i nogi. Straciłem też apetyt."
281,Denga,Poczułam dreszcze i dreszcze. Odczuwam silny ból w plecach i za oczami. Zauważyłem również małe czerwone plamki na plecach i szyi.
282,Denga,"Odczuwam silny ból stawów, który bardzo utrudnia mi dzień. Cały czas mam ochotę wymiotować i mam lekki ból głowy."
283,Denga,"Często wymiotowałam i przez to straciłam apetyt. Na skórze pojawiają mi się wysypki i bolą mnie oczy, przez co nie mogę spać."
284,Denga,Mam wysoką gorączkę i silny ból głowy. Gorączce towarzyszą silne bóle ciała i dreszcze. Martwię się o swoje zdrowie i nie wiem co robić.
285,Denga,"Czuję się strasznie zmęczona i zmęczona, nie mam już siły na nic. Zmęczenie jest tak silne, że z trudem wstaję z łóżka. Zauważyłem małe czerwone plamki na rękach i nogach."
286,Denga,"Odczuwam silny ból głowy, któremu towarzyszy ból za oczami. Czuję się zmęczona i znużona, przez co nie mogę pracować cały dzień. Martwię się o swoje zdrowie."
287,Denga,"Odczuwam mdłości i ciągłą potrzebę wymiotów, której towarzyszy łagodna gorączka i ból głowy."
288,Denga,"Na moim ciele pojawiły się wysypki, które są swędzące i. Straciłem apetyt i cały dzień czuję się bardzo zmęczony. Czuję, że coś jest nie tak z moim organizmem."
289,Denga,"Odczuwałem bóle mięśni i głowy. Ból mięśni przypomina ciągły ból i nasila się, gdy próbuję użyć dotkniętych mięśni. Na mojej twarzy, szyi i ramionach pojawiają się małe czerwone plamki."
290,Denga,"Bolą mnie plecy, mam wysypkę na rękach i pod pachami. Bardzo bolała mnie tylna część gałek ocznych. Mam też lekką gorączkę, co budzi nasze obawy o moje zdrowie."
291,Denga,"Każdej nocy mam bardzo wysoką gorączkę i dreszcze. To naprawdę mnie dotyczy. Poza tym nie mam ochoty nic jeść, bardzo bolą mnie plecy, ręce, nogi. Czuję dziwny ból za oczami. Nie mogę wykonywać żadnej aktywności fizycznej."
292,Denga,"W wyniku regularnych wymiotów straciłem apetyt. Ciągle bolą mnie mięśnie, stawy i plecy. Ja też zaczynam mieć gorączkę. Naprawdę się martwię i nie wiem, co robić."
293,Denga,"Mam silną gorączkę, której towarzyszy ból za oczami i ból głowy. Czuję się zmęczony i wyczerpany, przez co nie mogę wykonywać żadnej pracy."
294,Denga,Całe ciało mnie bardzo boli i nie mam ochoty nic jeść. Mam lekką gorączkę i każdej nocy dostaję dreszczy. Poza tym na plecach i szyi pojawiają mi się czerwone plamy.
295,Denga,Codziennie bolą mnie stawy i plecy. Mam ochotę wymiotować i to mnie bardzo osłabia. Z powodu bólu ciała nie mogę się skupić na pracy i nie mam ochoty na nic.
296,Denga,"Ból ciała, który odczuwam, jest ogromny. Straciłem apetyt i dostałem wysypki na ramionach i twarzy. Bardzo boli mnie tył oczu."
297,Denga,"Pojawiły mi się wysypki na ciele. Poza tym mam wysoką gorączkę, dreszcze i ból głowy. Bolą mnie stawy i plecy, a z tyłu oczu pojawia się dziwny ból."
298,Denga,"Mam mdłości i ciągłą potrzebę wymiotowania. Każdej nocy mam wysoką gorączkę i dreszcze, przez co czuję się okropnie. Poza tym czuję, że straciłam apetyt."
299,Denga,"Na mojej skórze pojawiają się wysypki, które swędzą, gdy ich dotykam. Nie czuję się dobrze, bo cały dzień bolą mnie stawy. W nocy mam lekką gorączkę i dreszcze, przez co też nie mogę spać."
0,Zakażenie grzybicze,"Pojawiły mi się grudki, wysypka, która wygląda na czerwoną i ze stanem zapalnym, przebarwienia na obszarach skóry o innym kolorze niż reszta skóry i swędzenie skóry."
1,Zakażenie grzybicze,"Na całym ciele wystąpiło silne swędzenie, po którym pojawiła się czerwona, wyboista wysypka. Na mojej skórze występuje również kilka ciemnych plam i kilka drobnych, guzkowatych wyprysków. Dzieje się tak od kilku dni i jest coraz gorzej."
2,Zakażenie grzybicze,"Miałem wysypkę na skórze, która wyglądała jak dyschromiczne plamy, a także miałem dużo wykwitów guzkowych i bardzo silne swędzenie. W poprzednim tygodniu sytuacja się pogorszyła."
3,Zakażenie grzybicze,"Wystąpiła u mnie wysypka, która nie ustępowała, i dokuczliwe swędzenie skóry. Ponadto widziałem na mojej skórze obszary o innym kolorze i guzki przypominające węzły lub grudki."
4,Zakażenie grzybicze,"Mam wysypkę na całym ciele i nie mogę przestać się drapać, bo skóra mnie swędzi. Na mojej skórze występuje również kilka plam o zmienionym odcieniu oraz kilka grudek i pryszczów przypominających węzły."
5,Zakażenie grzybicze,Ostatnio bardzo swędzi mnie skóra i mam wysypkę na całym ciele. Na mojej skórze występuje również kilka plam o zmienionym odcieniu oraz kilka grudek i pryszczów przypominających węzły.
6,Zakażenie grzybicze,"Moja skóra bardzo swędzi i pojawia się wysypka. Dodatkowo mam kilka obszarów skóry, które mają inny odcień niż reszta. Dodatkowo mam kilka twardych pryszczy lub wyprysków na skórze."
7,Zakażenie grzybicze,"Całe ciało swędziło mnie jak szalone, a teraz wszędzie są czerwone plamy. Dodatkowo niektóre plastry mają inny odcień niż moja naturalna skóra. Na mojej skórze pojawiły się grudki i pryszcze."
8,Zakażenie grzybicze,"Moja skóra ostatnio się pogorszyła, stała się bardzo swędząca i skłonna do wysypek. Dodatkowo są miejsca, które pod względem odcienia odbiegają od naturalnego odcienia mojej skóry. A teraz na mojej skórze pojawiają się grudki lub guzki, których wcześniej nie było."
9,Zakażenie grzybicze,"Na rękach i nogach mam dużo czerwonych krostek i swędzącą skórę. Na mojej skórze również pojawia się kilka dziwnie wyglądających zmian. Czasami zdarzają się nierówności, które są nieco niewygodne."
10,Zakażenie grzybicze,"Mam swędzącą skórę i mnóstwo czerwonych krostek na rękach i nogach. Na mojej skórze też są dziwne plamy. Czasem zdarzają się nierówności, które sprawiają wrażenie twardych."
11,Zakażenie grzybicze,"Doktorze, mam naprawdę swędzącą wysypkę na skórze i kilka dziwnych plam o innym kolorze. Na mojej skórze są też pewne guzki, które wyglądają jak małe węzły"
12,Zakażenie grzybicze,"Doktorze, moją skórę pokrywa bardzo nieprzyjemna wysypka z kilkoma dziwnymi plamami o innym odcieniu. Na mojej skórze pojawia się również kilka pryszczy przypominających małe supełki"
13,Zakażenie grzybicze,"Mam dużo swędzących plam na skórze, które czasami stają się czerwone lub wyboiste. Są też dziwne plamy, które mają inny kolor niż reszta mojej skóry i czasami dostaję te dziwne guzki, które wyglądają jak małe kulki."
14,Zakażenie grzybicze,"Na mojej skórze często pojawiają się swędzące guzki, które czasami mogą stać się czerwone lub szorstkie. Poza tym na mojej skórze czasami pojawiają się dziwne pryszcze przypominające małe kuleczki i kilka dziwnych plamek, które mają inny odcień niż reszta mojej skóry."
15,Zakażenie grzybicze,"Doktorze, mam ciągle pojawiające się czerwone wysypki i ciągle swędzi mnie skóra. Ponadto zaobserwowałem na mojej skórze kilka dziwnych plam o innym kolorze, a także kilka małych guzków na skórze, które wydają się rozszerzać."
16,Zakażenie grzybicze,"Odczuwam naprawdę intensywne swędzenie na całym ciele, wraz z zaczerwienieniem i guzami na skórze. Są też te dziwne plamy, które mają inny kolor niż reszta mojej skóry i czasami wychodzą mi guzki, które wyglądają jak małe guzki."
17,Zakażenie grzybicze,"Drapałem się tak mocno po całym ciele, że moja skóra stała się czerwona i pojawiły się na niej pryszcze. Dodatkowo czasami dostaję guzki przypominające małe pryszcze, a także dziwne plamy, które mają inny odcień niż reszta mojej skóry."
18,Zakażenie grzybicze,"Odczuwam silne swędzenie, któremu towarzyszy wysypka, która z czasem wydaje się narastać. Istnieją również pewne obszary skóry, które różnią się kolorem od pozostałych i zauważyłem kilka grudek przypominających małe węzły."
19,Zakażenie grzybicze,"Mam duże problemy ze swędzeniem i towarzyszy mu wysypka, która z czasem wydaje się nasilać. Jest też kilka plam na skórze, które mają inny kolor niż reszta i zauważyłem kilka guzków, które wyglądają jak małe węzły."
20,Zakażenie grzybicze,"Doktorze, na mojej skórze pojawia się nieprzyjemna wysypka i kilka dziwnych plam o innym kolorze. Na mojej skórze pojawiło się kilka pryszczy, które przypominają małe guzki."
21,Zakażenie grzybicze,"Bardzo swędziłem i towarzyszyła mi wysypka, która z czasem wydawała się nasilać. Istnieją również plamy na skórze różniące się kolorem od reszty skóry, a także grudki przypominające małe węzły."
22,Zakażenie grzybicze,"Moja skóra ostatnio zaczęła się źle zachowywać, stała się bardzo swędząca i skłonna do wysypek. Co więcej, kilka plam różni się od mojego normalnego odcienia skóry pod względem koloru. A teraz mam grudki lub guzki na skórze, których wcześniej nie było."
23,Zakażenie grzybicze,"Wysypka, która wydaje się rozwijać na całej mojej skórze, towarzyszy moim ostatnim napadom intensywnego swędzenia i dyskomfortu. Na mojej skórze mam też plamy dyschromiczne i małe grudki, które wydają się pojawiać wszędzie."
24,Zakażenie grzybicze,"Moja skóra zawsze swędzi, a czasami staje się dość szorstka i czerwona. Ponadto od czasu do czasu wyskakują mi małe pryszcze przypominające kuleczki i pewne plamki w innym kolorze niż reszta skóry. Bardzo mnie to drażni i swędzi."
25,Zakażenie grzybicze,"Bardzo swędzi mnie cała skóra, a czasami robi się naprawdę czerwona i wyboista. Są też plamy, które mają inny kolor niż reszta mojej skóry i czasami pojawiają się małe guzki, które wyglądają jak małe kuleczki. To naprawdę irytujące i swędzące."
26,Zakażenie grzybicze,"Mam dość irytujący swędzenie na całym ciele, a na mojej skórze jest też kilka czerwonych, wyboistych miejsc. Miałem też kilka pryszczy przypominających małe kuleczki i inne plamy, które miały inny kolor niż reszta mojej skóry."
27,Zakażenie grzybicze,"Miałem dość nieprzyjemne swędzenie na całym ciele, a także czerwone i wyboiste miejsca na skórze. Są też pewne plamy na mojej skórze, które mają inny odcień niż reszta i mam kilka pryszczy przypominających małe kuleczki."
28,Zakażenie grzybicze,"Mam naprawdę irytujące swędzenie na całym ciele, a na skórze mam też czerwone i wyboiste plamy. Są też obszary, które mają inny kolor niż reszta mojej skóry i mam kilka guzków, które wyglądają jak małe kuleczki."
29,Zakażenie grzybicze,"Miałem dość nieprzyjemne swędzenie na całym ciele, a także czerwone i wyboiste miejsca na skórze. Są też miejsca na moim naskórku, które mają inny odcień niż reszta, a także wypryski przypominające kuleczki."
30,Zakażenie grzybicze,"Ostatnio bardzo mnie swędzi i na całej skórze pojawiają się wysypki. Są też obszary, które mają inny odcień niż reszta mojej skóry i mam też trochę twardych guzków."
31,Zakażenie grzybicze,"Ostatnio bardzo swędzi mnie i mam wysypkę na całej skórze. Są też pewne obszary, które są ciemniejsze niż reszta mojej skóry i mam twarde grudki."
32,Zakażenie grzybicze,"Ostatnio dość mocno swędzę i mam wysypkowe plamy na całej skórze. Są też pewne obszary, które są ciemniejsze niż reszta mojej skóry i mam bolesne grudki."
33,Zakażenie grzybicze,"Ostatnio często się drapię, a na mojej skórze pojawiają się wysypki. Dodatkowo miałem kilka pryszczy, które były dość twarde, a niektóre miejsca na moim ciele miały inny odcień brązu niż reszta mojej skóry."
34,Zakażenie grzybicze,"Moja skóra bardzo swędzi i wszędzie pojawiają się wysypki. Są też plamy, które wyglądają inaczej niż reszta mojej skóry i mam też trochę twardych guzków."
35,Zakażenie grzybicze,"Moja skóra była naprawdę swędząca i na całym ciele pojawiły się wysypki. Mam kilka guzków, które są dość twarde, a także niektóre obszary, które mają ciemniejszy odcień niż reszta mojej skóry. To niezwykle nieprzyjemne."
36,Zakażenie grzybicze,"Na mojej skórze pojawiają się wysypki, co jest naprawdę irytujące. Dodatkowo mam kilka guzków, które są dość twarde, i kilka plam, które mają inny kolor niż reszta mojej skóry."
37,Zakażenie grzybicze,"Ostatnio często się drapię, a na mojej skórze pojawiają się wysypki. Ponadto jest kilka miejsc, w których moja skóra nie ma normalnego odcienia i pojawiło się kilka guzków, które są dość bolesne."
38,Zakażenie grzybicze,"Ostatnio bardzo mnie swędzi i na całej skórze pojawiają się wysypki. Są też miejsca, które nie wyglądają jak normalny kolor mojej skóry, a także mam trochę twardych guzków"
39,Zakażenie grzybicze,"Ostatnio bardzo swędzi mnie i mam wysypkę na całym ciele. Są też obszary, które nie wydają się mieć typowego odcienia mojej skóry i zauważyłem twarde grudki."
40,Zakażenie grzybicze,"Ostatnio swędzi mnie i mam wysypkę na całej skórze. Są też pewne obszary, które nie wydają się mieć normalnego odcienia mojej skóry i doświadczyłam bolesnych guzków."
41,Zakażenie grzybicze,"Ostatnio bardzo mnie swędzi, a na mojej skórze pojawiają się wysypki. Co więcej, w kilku miejscach moja skóra nie ma normalnego odcienia i pojawiło się kilka wyjątkowo bolesnych guzków."
42,Zakażenie grzybicze,"Mam ciągłe swędzenie, a na skórze pojawiają się czerwone i wyboiste plamy. Są też plamy, które mają inny kolor niż reszta mojej skóry i mam kilka guzków, które przypominają małe grudki."
43,Zakażenie grzybicze,"Na mojej skórze pojawiają się czerwone, wyboiste miejsca i bez przerwy się drapię. Dodatkowo mam kilka guzków przypominających małe grudki i kilka plamek, które mają inny odcień skóry niż reszta mojego ciała."
44,Zakażenie grzybicze,"Mam silne swędzenie skóry, które czasami zmienia się w wysypkę. Są też pewne dziwne plamy na skórze, które mają inny odcień niż reszta mojej skóry i czasami wyskakują mi małe pryszcze przypominające guzki."
45,Zakażenie grzybicze,"Mam tendencję do swędzenia skóry, które często przechodzi w wysypkę. Są też dziwne plamy na skórze, które mają inny odcień niż reszta mojej skóry i regularnie pojawiają się u mnie małe grudki imitujące guzki."
46,Zakażenie grzybicze,"Odczuwam silne swędzenie skóry, czasami przechodzące w wysypkę. Są też dziwne plamy na skórze, które mają inny kolor niż reszta skóry i czasami pojawiają się małe guzki, które wyglądają jak guzki."
47,Zakażenie grzybicze,"Całe ciało strasznie swędzi, a teraz wszędzie są czerwone plamy. Niektóre plastry również różnią się odcieniem od mojej naturalnej karnacji. Na mojej skórze pojawiły się grudki lub pryszcze."
48,Zakażenie grzybicze,"Ostatnio bardzo swędzi mnie skóra i od czasu do czasu pojawia się wysypka. Poza tym mam kilka dziwnych obszarów skóry, które mają inny kolor niż reszta i czasami pojawiają się na nich małe guzki, które wyglądają jak guzki."
49,Zakażenie grzybicze,"Teraz na całym ciele mam czerwone plamy, które strasznie swędzą. Kilka plastrów różni się także karnacją od mojej naturalnej skóry. I te grudki lub guzy rozwinęły się na mojej skórze."
50,Przeziębienie,"Nie mogę przestać kichać i strasznie cieknie mi z nosa. Jest mi też bardzo zimno, cały czas jestem zmęczony i dużo kaszlę. Moja gorączka też jest naprawdę wysoka, znacznie powyżej normy."
51,Przeziębienie,"Bardzo cieknie mi z nosa i nie mogę przestać kichać. Poza tym ciągle jest mi zimno, jestem wyczerpana i dużo kaszlę. Moja gorączka też jest naprawdę wysoka, znacznie powyżej normy."
52,Przeziębienie,"Kicham bez przerwy i nie mogę się otrząsnąć z tego chłodu. Czuję się naprawdę słaby i zmęczony, a kaszel nie ustępuje. Moja gorączka jest naprawdę wysoka"
53,Przeziębienie,"Ciągle kicham i nie mogę pozbyć się tego dreszczu. Czuję się taki słaby i wyczerpany, a mój kaszel nie ustaje. Mam naprawdę wysoką temperaturę."
54,Przeziębienie,"Ciągle kicham, a moje ciało trzęsie się z zimna. Jestem tak zmęczona, że ​​ledwo mogę się poruszać, a głowa mnie rozrywa. Moja gorączka sięga sufitu"
55,Przeziębienie,"Ciągle kicham, a zimno sprawia, że ​​moje ciało drży. Jestem tak wyczerpana, że ​​ledwo mogę się poruszać i boli mnie głowa. Moja gorączka jest dość wysoka."
56,Przeziębienie,"Byłem dość wyczerpany i chory. Kicham bez przerwy i jest mi dość zimno. Głowa mi pęka i brakuje mi energii. Poza tym mam bardzo wysoką gorączkę i czuję, że płonę."
57,Przeziębienie,"Poczułem się naprawdę zmęczony i chory. Dużo kicham i nie mogę się rozgrzać. Jestem taka zmęczona, że ​​boli mnie głowa. A moja gorączka jest naprawdę wysoka, jakbym się gotowała."
58,Przeziębienie,Byłem dość wyczerpany i chory. Bardzo bolało mnie gardło i miałem dość nieprzyjemny kaszel. Mam dreszcze i dość wysoką temperaturę. Po prostu czuję się wyjątkowo wyczerpany i słaby
59,Przeziębienie,"Byłem dość wyczerpany i chory. Dużo kicham i mam problemy z rozgrzewką. Jestem strasznie zmęczona i boli mnie głowa. I mam wrażenie, że się gotuję od wysokiej temperatury."
60,Przeziębienie,"Nie mogę przestać kichać, czuję się naprawdę zmęczona i beznadziejna. Bardzo boli mnie gardło, a w nosie i gardle mam dużo mazi. Moja szyja też jest spuchnięta i opuchnięta."
61,Przeziębienie,"Nie mogę przestać kichać, jestem wyczerpana i chora. Moje gardło jest naprawdę niewygodne, a w nosie i gardle jest dużo śmieci. Moja szyja też jest spuchnięta i opuchnięta."
62,Przeziębienie,"Ciągle kicham, jestem nieszczęśliwa i wyczerpana. Mam mnóstwo mazi w nosie i gardle i gardło naprawdę mnie boli. Moja szyja też jest opuchnięta i opuchnięta."
63,Przeziębienie,Poczułam się naprawdę wyczerpana i bolał mnie brzuch. Miałem naprawdę silny kaszel i bardzo bolało mnie gardło. Doświadczyłem znacznego ciśnienia w zatokach i zatkanego nosa. Jestem naprawdę nieprzyjemny i zmęczony.
64,Przeziębienie,"Dużo kichałem i czułem się naprawdę zmęczony i chory. Z nosa wydobywa się też mnóstwo obrzydliwych treści, a gardło naprawdę drapie. I szyja też jest spuchnięta."
65,Przeziębienie,"Często świszczem i ogólnie czuję się chory i wyczerpany. Gardło mnie strasznie drapie, a z nosa wypływa mnóstwo obrzydliwych treści. Moja szyja też jest wzdęta."
66,Przeziębienie,"Moje zatoki są niesamowicie zatkane, a oczy ciągle czerwone. Po prostu ciągle czuję się wyczerpany i wyczerpany. Poza tym mam dużo nieprzyjemnej flegmy w gardle. Moje węzły chłonne są powiększone, a oddychanie jest trudne."
67,Przeziębienie,"Moje oczy były naprawdę czerwone, a zatoki były zatkane. Po prostu nie mam już energii i strasznie swędzi mnie gardło. Zauważyłem też, że moje węzły chłonne są powiększone i odkrztuszam dużo flegmy."
68,Przeziębienie,"Moje zatoki są zatkane, a oczy są bardzo czerwone. Po prostu brakuje mi energii i strasznie drapa mnie w gardle. Oprócz obrzęku węzłów chłonnych kaszlę również dużo flegmy."
69,Przeziębienie,"Moje oczy są zawsze czerwone i swędzące, a nos jest zatkany i zatkany. Po prostu cały czas czuję się chory i zmęczony i ciągle kaszlę tę całą maź. Gardło mnie boli i drapie. Zauważyłem, że guzki na szyi są większe niż zwykle"
70,Przeziębienie,"Mój nos zawsze jest zatkany i zatkany, a oczy są zawsze czerwone i swędzą. Czuję się źle i jestem zmęczony, więc ciągle gryzę tę maź. Mam drapające i podrażnione gardło i zauważyłem, że guzki na szyi są większe niż zwykle."
71,Przeziębienie,"Ciągle kicham, a oczy nie przestają łzawić. Niezwykle trudno mi oddychać, bo mam wrażenie, że coś uwięzło mi w gardle. Często czuję się wyczerpana, a ostatnio mam dużo flegmy. Poza tym mam powiększone węzły chłonne."
72,Przeziębienie,"Oczy mam cały czas czerwone i łzawiące. Też miałem to ciśnienie w moich zatokach, które nie ustąpiło. Zawsze czuję się zmęczony i mam duże problemy z oddychaniem. Mam też dużo śluzu w gardle i powiększone węzły chłonne."
73,Przeziębienie,Moje oczy są ciągle czerwone i łzawią. Dręczy mnie także utrzymujący się ucisk w zatokach. Mam duże trudności z oddychaniem i ciągle czuję się zmęczona. Poza tym mam dużo śluzu w gardle i zapalenie węzłów chłonnych.
74,Przeziębienie,"Mam wrażenie, że mój nos jest dość zatkany, a oczy są stale bardzo czerwone i łzawią. Poza tym boli mnie klatka piersiowa i mam duże problemy z oddychaniem. Poza tym strasznie bolą mnie mięśnie i nie czuję żadnego zapachu."
75,Przeziębienie,"Moje oczy są zazwyczaj czerwone i łzawią, a nos zawsze jest zatkany. Mam też trudności z oddychaniem i boli mnie klatka piersiowa. Poza tym nic nie czuję i strasznie bolą mnie mięśnie."
76,Przeziębienie,"Oczy mam zazwyczaj zaczerwienione i zaognione, mam wrażenie, że coś zatyka mi zatoki. Kaszlam dużo mazi i boli mnie klatka piersiowa. Nic nie czuję i bolą mnie mięśnie."
77,Przeziębienie,"Moje oczy są zawsze czerwone i opuchnięte i mam wrażenie, że coś blokuje moje zatoki. Kaszlam dużo mazi i czuję, że moja klatka piersiowa jest naprawdę ciężka. Nic nie czuję i strasznie bolą mnie mięśnie"
78,Przeziębienie,"Dużo kaszlę, jest mi zimno i mam dreszcze. Mój nos jest dość zatkany i odczuwam ucisk na twarzy. Mam też dużo flegmy, a kaszel boli mnie w klatce piersiowej. Nic nie czuję i bolą mnie mięśnie."
79,Przeziębienie,"Od kilku dni mam nieprzyjemny kaszel i przeziębienie. Moje zatoki są zatkane i odczuwam ucisk na twarzy. Wytwarzam też flegmę, a kaszel boli mnie w klatce piersiowej. Nic nie czuję i bolą mnie mięśnie."
80,Przeziębienie,Od kilku dni mam nieprzyjemny kaszel i przeziębienie. Moje zatoki są zatkane i odczuwam ucisk na twarzy. Odkrztuszam też śluz i boli mnie klatka piersiowa. Nic nie czuję i bolą mnie mięśnie.
81,Przeziębienie,"Od kilku dni dokucza mi kaszel i przeziębienie. Moje zatoki są zatkane, a twarz napięta. Dodatkowo kaszlę flegmę i boli mnie w klatce piersiowej. Nie mam węchu, bardzo bolą mnie mięśnie."
82,Przeziębienie,Ciągle kaszlę i strasznie się trzęsę. Mam zatkany nos i twarz jest napięta. W dodatku gardło kaszle jakąś paskudną mazią i boli mnie klatka piersiowa. Bardzo bolą mnie mięśnie i nic nie czuję.
83,Przeziębienie,Nie mogę przestać kaszleć i jest mi naprawdę zimno. Wszystkie moje zatoki są zatkane i mam dużo śluzu. Boli mnie klatka piersiowa i nic nie czuję. Moje mięśnie też bardzo bolą.
84,Przeziębienie,"Kaszlam bez przerwy i jest mi naprawdę zimno. Moja produkcja śluzu jest nadmierna, a zatoki są całkowicie zatkane. Nic nie czuję i boli mnie klatka piersiowa. Moje mięśnie też są dość bolesne."
85,Przeziębienie,Nie mogę przestać kaszleć i marznę. Moje zatoki są całkowicie zatkane i jestem zalany śluzem. Boli mnie klatka piersiowa i nic nie czuję. Moje mięśnie też bardzo bolą.
86,Przeziębienie,"Dużo kaszlę i ciężko mi oddychać. Boli mnie gardło i mam wrażenie, że w klatce piersiowej zebrało się mnóstwo flegmy. Dużo ciekło mi z nosa i czułem się naprawdę zatkany."
87,Przeziębienie,Byłem dość wyczerpany i chory. Bardzo bolało mnie gardło i miałem dość nieprzyjemny kaszel. Mam dreszcze i dość wysoką temperaturę. Po prostu czuję się wyjątkowo wyczerpany i słaby
88,Przeziębienie,Odczuwam silne zmęczenie i mdłości. Bardzo bolało mnie gardło i miałem dość silny kaszel. Mój nos był dość zatkany i miałem znaczne ciśnienie w zatokach. Jestem naprawdę nieszczęśliwy i bardzo wyczerpany.
89,Przeziębienie,Poczułam się naprawdę źle i byłam bardzo zmęczona. Miałem naprawdę silny kaszel i bardzo bolało mnie gardło. Miałem duże ciśnienie w zatokach i mój nos był naprawdę zatkany. Po prostu czuję się naprawdę wyczerpany i nieszczęśliwy.
90,Przeziębienie,"Byłem dość wyczerpany i chory. Bardzo bolało mnie gardło i miałem dość nieprzyjemny kaszel. Mam dreszcze i dość wysoką temperaturę. Krótko mówiąc, czuję się naprawdę wyczerpany i słaby."
91,Przeziębienie,Byłem naprawdę zmęczony i chory. Cierpię na silny kaszel i ból gardła. Mam dreszcze i dość wysoką temperaturę. Po prostu czuję się zmęczony i wyczerpany.
92,Przeziębienie,"Nie mogę przestać kichać i cieknie mi z nosa. Jest mi też ciągle zimno, jestem wyczerpana i często kaszlę. Gorączka też jest bardzo wysoka, znacznie wyższa niż zwykle."
93,Przeziębienie,"Poczułam się okropnie, miałam dużo zatkanego nosa i katar. Dużo kaszlę i odczuwam silny ból w klatce piersiowej. Moja gorączka była naprawdę wysoka i odczuwałem silny dyskomfort w mięśniach."
94,Przeziębienie,"Moja szyja jest spuchnięta i jestem wyczerpana. Gardło mnie drapie, a oczy płoną czerwienią. Mój nos jest naprawdę zatkany i odczuwam ucisk na twarzy. Boli mnie klatka piersiowa i nic nie czuję."
95,Przeziębienie,"Brakuje mi energii i czuję, że mam wzdętą szyję. Oczy mam czerwone, a gardło drapie. Mam poważne zatkane nozdrza i twarz jest pod napięciem. Nic nie czuję i boli mnie klatka piersiowa."
96,Przeziębienie,"Czuję się dość słabo, mam powiększone węzły chłonne. Oczy mnie pieką i boli mnie gardło. Moje zatoki są obciążone, a nos jest zatkany. Nic nie czuję i boli mnie klatka piersiowa."
97,Przeziębienie,"Od kilku dni mam straszny kaszel i przeziębienie. Moja twarz jest zmęczona, a zatoki zatkane. Poza tym boli mnie klatka piersiowa od flegmy, którą kaszlę. Nie czuję zapachu i strasznie bolą mnie mięśnie."
